"Governorate","sector","activity","Partner","Area","Refugee.Camps","Start","End","Total","costunit","gender","target","Objective","Sector","Category","Output","RegionCODE","Area2"
"Al Balqa","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","SCI","Al Balqa Governorate",,"2014-06-01","2015-07-31",640000,"f- >2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","1702","BALQA"
"Al Balqa","HLTH[1]Primary Health Care","[REF1.3]Reproductive Health Services","UNFPA","Liwa Dayr Alla",,"2015-01-01","2015-12-31",70000,"b- 50-99$","3-Mix","Host, Urban & Rural","Primary Health Care","HEALTH","Refugee","Reproductive Health Services","1702","BALQA"
"Al Balqa","WASH[1]Access to Safe Water","[REF1.2]Piped water networks","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",1e+06,"b- 50-99$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Piped water networks","1702","BALQA"
"Al Balqa","HLTH[1]Primary Health Care","[REF1.6]Mental Health Services (primary)","IMC","Al Balqa Governorate",,"2015-01-01","2015-12-31",6000,"No Unit cost","2-No reported target","No reported target","Primary Health Care","HEALTH","Refugee","Mental Health Services (primary)","1702","BALQA"
"Al Balqa","EDU[2]Quality/Protective Learning Environs.","[REF2.4]Improved Public Learning Spaces","SCI","Al Balqa Governorate",,"2014-06-01","2015-07-31",89200,"e- 500-2000$","6-Minor only","Host only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Improved Public Learning Spaces","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","PU-AMI","Al Balqa Governorate",,"2015-01-01","2015-12-31",47500,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1702","BALQA"
"Al Balqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","UNHCR","Al Balqa Governorate",,"2015-01-01","2015-12-31",1670716,"e- 500-2000$","1-All","Urban & Rural only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNFPA","Al Balqa Governorate",,"2015-01-01","2015-12-31",82500,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1702","BALQA"
"Al Balqa","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",250000,"c- 100-249$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1702","BALQA"
"Al Balqa","WASH[1]Access to Safe Water","[REF1.2]Piped water networks","IRD","Al Balqa Governorate",,"2015-01-01","2015-12-31",280000,"No Unit cost","2-No reported target","No reported target","Access to Safe Water","WASH","Refugee","Piped water networks","1702","BALQA"
"Al Balqa","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","Caritas","Al Balqa Governorate",,"2015-01-01","2015-12-30",2012,"a- 0-49$","1-All","Urban & Rural only","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1702","BALQA"
"Al Balqa","EDU[2]Quality/Protective Learning Environs.","[REF2.2]Training Edc. Service Providers","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",90000,"e- 500-2000$","7-Adult","Host only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Training Edc. Service Providers","1702","BALQA"
"Al Balqa","FOOD/LIV[2]Promote Safe/Nutr/Diverse Food","[REF2.1]Nutrition Support & Education","Caritas","Al Balqa Governorate",,"2015-01-01","2015-12-31",12712,"c- 100-249$","3-Mix","Host, Urban & Rural","Promote Safe/Nutr/Diverse Food","FOOD/LIVELIHOOD","Refugee","Nutrition Support & Education","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",1e+05,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","PU-AMI","Al Balqa Governorate",,"2015-01-01","2015-12-31",812,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1702","BALQA"
"Al Balqa","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","Caritas","Al Balqa Governorate",,"2015-01-01","2015-12-30",29323.47,"a- 0-49$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1702","BALQA"
"Al Balqa","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","Caritas","Al Balqa Governorate",,"2015-01-01","2015-12-31",3531,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1702","BALQA"
"Al Balqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","PU-AMI","Al Balqa Governorate",,"2015-01-01","2015-12-31",23114,"d- 250-499$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1702","BALQA"
"Al Balqa","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",762712,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","PU-AMI","Al Balqa Governorate",,"2015-01-01","2015-12-31",43750,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1702","BALQA"
"Al Balqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","ICMC","Al Balqa Governorate",,"2015-01-01","2016-09-01",92221,"c- 100-249$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1702","BALQA"
"Al Balqa","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","Caritas","Al Balqa Governorate",,"2015-01-01","2015-12-30",66471.42,"d- 250-499$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1702","BALQA"
"Al Balqa","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",586666,"c- 100-249$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","OXFAM","Al Balqa Governorate",,"2015-01-01","2015-12-31",15000,"b- 50-99$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","1702","BALQA"
"Al Balqa","WASH[2]Access to Sanitation","[REF2.2]Sewer Networks","UNHCR","Al Balqa Governorate",,"2015-01-01","2015-12-31",1150000,"No Unit cost","2-No reported target","No reported target","Access to Sanitation","WASH","Refugee","Sewer Networks","1702","BALQA"
"Al Balqa","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","ICSC","Al Balqa Governorate",,"2015-01-01","2015-12-31",8e+05,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1702","BALQA"
"Al Balqa","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","Caritas","Al Balqa Governorate",,"2015-01-01","2015-12-30",82267.26,"e- 500-2000$","3-Mix","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","1702","BALQA"
"Al Balqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.5]Increasing awareness on housing, land and property laws","Caritas","Al Balqa Governorate",,"2015-01-01","2015-12-31",353,"a- 0-49$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Increasing awareness on housing, land and ","1702","BALQA"
"Al Balqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","PU-AMI","Al Balqa Governorate",,"2015-01-01","2015-12-31",23114,"d- 250-499$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1702","BALQA"
"Al Balqa","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","JHAS","Al Balqa Governorate",,"2015-01-01","2015-12-31",185900,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1702","BALQA"
"Al Balqa","SHLT[2]Urban/Rural Adequate Shelter","[REF2.2]Provision of sealing off kits","PU-AMI","Al Balqa Governorate",,"2015-01-01","2015-12-31",44100,"b- 50-99$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of sealing off kits","1702","BALQA"
"Amman","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","Caritas","Amman Governorate",,"2015-01-01","2015-12-31",1006,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1705","AMMAN"
"Amman","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNHCR","Amman Governorate",,"2015-01-01","2015-12-31",622814,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1705","AMMAN"
"Amman","HLTH[1]Primary Health Care","[REF1.3]Reproductive Health Services","Caritas","Amman Governorate",,"2015-01-01","2015-12-31",282500,"e- 500-2000$","3-Mix","Host, Urban & Rural","Primary Health Care","HEALTH","Refugee","Reproductive Health Services","1705","AMMAN"
"Amman","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","FCA","Liwa Marka",,"2015-01-01","2015-12-31",70000,"d- 250-499$","1-All","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1705","AMMAN"
"Amman","PROT[1]Refugee Rights Respected","[REF1.3]Access Legal Assistance","Caritas","Amman Governorate",,"2015-01-01","2015-12-30",1408.42,"a- 0-49$","7-Adult","Urban & Rural only","Refugee Rights Respected","PROTECTION","Refugee","Access Legal Assistance","1705","AMMAN"
"Amman","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","JEN","Amman Governorate",,"2015-01-01","2015-12-31",71500,"e- 500-2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1705","AMMAN"
"Amman","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","UNHCR","Amman Governorate",,"2015-01-01","2015-12-31",384690,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1705","AMMAN"
"Amman","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","UNHCR","Amman Governorate",,"2015-01-01","2015-12-31",550000,"e- 500-2000$","6-Minor only","Camp, Urban & Rural","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","1705","AMMAN"
"Amman","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","UNHCR","Amman Governorate",,"2015-09-01","2015-10-31",496374,"b- 50-99$","6-Minor only","Urban & Rural only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1705","AMMAN"
"Amman","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","SCI","Amman Governorate",,"2014-04-01","2015-12-31",8080,"a- 0-49$","7-Adult","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1705","AMMAN"
"Amman","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","ICSC","Amman Governorate",,"2015-01-01","2015-12-31",273910,"c- 100-249$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1705","AMMAN"
"Amman","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","FCA","Liwa Marka",,"2015-01-01","2015-12-31",195000,"c- 100-249$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1705","AMMAN"
"Amman","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","CARE","Amman Governorate",,"2015-01-01","2015-12-31",47000,"d- 250-499$","8-Women only","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1705","AMMAN"
"Amman","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","DRC","Amman Governorate",,"2014-10-01","2015-12-31",168800,"a- 0-49$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1705","AMMAN"
"Amman","HLTH[1]Primary Health Care","[REF1.5]Inf/Child Feeding practice","MEDAIR","Amman Governorate",,"2015-01-01","2015-12-31",12914,"a- 0-49$","8-Women only","Host, Urban & Rural","Primary Health Care","HEALTH","Refugee","Inf/Child Feeding practice","1705","AMMAN"
"Amman","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","JEN","Amman Governorate",,"2015-01-01","2015-12-31",28600,"b- 50-99$","6-Minor only","Host only","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1705","AMMAN"
"Amman","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","Caritas","Amman Governorate",,"2015-01-01","2015-12-30",82267.26,"e- 500-2000$","3-Mix","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","1705","AMMAN"
"Amman","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","Caritas","Amman Governorate",,"2015-01-01","2015-12-30",12747,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1705","AMMAN"
"Amman","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","CARE","Amman Governorate",,"2015-01-01","2015-12-31",270494,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1705","AMMAN"
"Amman","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","Caritas","Amman Governorate",,"2015-01-01","2015-12-31",704943,"a- 0-49$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1705","AMMAN"
"Amman","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","Caritas","Amman Governorate",,"2015-01-01","2015-12-30",270271.42,"e- 500-2000$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1705","AMMAN"
"Amman","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","Caritas","Amman Governorate",,"2015-01-01","2015-12-31",11500,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1705","AMMAN"
"Amman","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","Caritas","Amman Governorate",,"2015-01-01","2015-12-31",584746,"c- 100-249$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1705","AMMAN"
"Amman","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","UNHCR","Amman Governorate",,"2015-01-01","2015-12-31",73320,"c- 100-249$","1-All","Urban & Rural only","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1705","AMMAN"
"Amman","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","SCI","Amman Governorate",,"2014-07-01","2015-12-31",40000,"b- 50-99$","6-Minor only","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1705","AMMAN"
"Amman","HLTH[1]Primary Health Care","[REF1.1]Comm. Disease Mngt / EPI services","UNHCR","Amman Governorate",,"2015-01-01","2015-12-31",1128078,"a- 0-49$","1-All","Host, Urban & Rural","Primary Health Care","HEALTH","Refugee","Comm. Disease Mngt / EPI services","1705","AMMAN"
"Amman","SHLT[2]Urban/Rural Adequate Shelter","[REF2.5]Increasing awareness on housing, land and property laws","PU-AMI","Amman Governorate",,"2015-01-01","2015-12-31",3100,"a- 0-49$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Increasing awareness on housing, land and ","1705","AMMAN"
"Amman","EDU[1]Access to Inclusive Education","[REF1.2]Cert. Alt/Non-Formal Education","FCA","Liwa Marka",,"2015-01-01","2015-12-31",2e+05,"e- 500-2000$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Cert. Alt/Non-Formal Education","1705","AMMAN"
"Amman","HLTH[3]Integrated Community Interventions","[REF3.4]Mat/Child (incl. neonatal) Health mngt ","Caritas","Amman Governorate",,"2015-01-01","2015-12-31",15000,"a- 0-49$","3-Mix","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Mat/Child (incl. neonatal) Health mngt ","1705","AMMAN"
